Id,Country,Date_of_decision,Fine,Controller_Processor,Quoted_Article,Type,Source,Authority,Sector,Summary
ETid-511,FRANCE,05/01/2021,20000,Nestor SAS,"['Art. 12 GDPR', ' Art. 13 GDPR']",Insufficient fulfilment of information obligations,"<a class='blau' href='https://www.cnil.fr/fr/prospection-commerciale-sanction-de-20-000-euros-lencontre-de-la-societe-nestor' target='_blank'>link</a> 
<a class='blau' href='https://www.legifrance.gouv.fr/cnil/id/CNILTEXT000042848036' target='_blank'>link</a>",French Data Protection Authority (CNIL),Industry and Commerce,"The French DPA (CNIL) fined the company Nestor EUR 20,000.
The CNIL notes that the privacy policy provided during the registration process on the company´s website did not contain the necessary information required by the GDPR. In addition, the controller provided insufficient information on data processing during app registration."
ETid-512,POLAND,01/11/2019,1770,L. Sp. z o.o.,"['Art. 5 (1) a)', ' f) GDPR']",Non-compliance with general data processing principles,<a class='blau' href='http://orzeczenia.nsa.gov.pl/doc/942DE6198F' target='_blank'>link</a>,Polish National Personal Data Protection Office (UODO),Real Estate,"The Polish DPA (UODO) imposed a fine of EUR 1,770 on L. Sp. z o.o. for the video surveillance of a residential community, which was not in compliance with the provisions of the GDPR."
ETid-513,CZECH REPUBLIC,04/01/2021,118500,Unknown,"['Art. 6 (1) GDPR', ' Art. 14 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.uoou.cz/vismo/dokumenty2.asp?id_org=200144&id=47199' target='_blank'>link</a>,Czech Data Protection Auhtority (UOOU),Industry and Commerce,"The Czech DPA (UOOU) fined 11 companies a total of EUR 118,500 for sending unrequested postal advertising messages to the mailboxes of various citizens. Based on a decision by the government of the Czech Republic at the end of October, there was introduced the possibility to send postal data messages at no charge until the end of the Covid-19 pandemic. The fined companies misused this possibility. The DPA finds that the companies had no legal ground for sending offers for goods and services, constituting a breach of Art. 6 (1) GDPR. The DPA furthermore finds that a violation of Art. 14 GDPR has also occurred, as the companies did not provide the data subjects with information about the commercial use of their data when they first contacted them."
ETid-514,NORWAY,06/01/2021,9700,Lindstrand Trading AS,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/lindstrand-trading-as-far-overtredelsesgebyr/' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),"Finance, Insurance and Consulting","The Norwegian DPA (Datatilsynet) has fined Lindstrand Trading AS EUR 9,700. The controller had carried out four credit checks on individuals and individual companies, although there was no legal basis for doing so."
ETid-515,NORWAY,07/01/2021,7250,Gveik AS,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/gveik-as-far-gebyr/' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),"Finance, Insurance and Consulting","The Norwegian DPA (Datatilsynet) fined Gveik AS EUR 7,250. The controller had carried out a credit check on an individual, although there was no legal basis for doing so."
ETid-516,ESTONIA,01/12/2020,100000,Apotheka e-apteek,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimese' target='_blank'>link</a>,Estonian Data Protection Authority (AKI),Health Care,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily."
ETid-517,ESTONIA,01/12/2020,100000,Südameapteegi e-apteek,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimese' target='_blank'>link</a>,Estonian Data Protection Authority (AKI),Health Care,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily."
ETid-518,ESTONIA,01/12/2020,100000,Azeta.ee e-apteek,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aki.ee/et/uudised/andmekaitse-inspektsioon-kohustas-e-apteeke-lopetama-koheselt-ligipaas-teise-inimesee' target='_blank'>link</a>,Estonian Data Protection Authority (AKI),Health Care,"The Estonian DPA (Andmekaitse Inspektsioon) fined three online pharmacies EUR 100,000 each for processing personal data without the consent of the data subjects. The data in question are prescriptions for medicines of the data subjects. Third parties were able to view another person's current prescriptions in the e-pharmacy environment without their consent, based only on access to their personal identification code. The DPA highlighted that while it must be possible to purchase prescription drugs for other people, it is the responsibility of the company to ensure that the processing of the personal data required for this purpose only takes place with the consent of the data subjects. The confirmation of another person that they may access the data, however, does not correspond to the voluntary consent of the prescription holder, since the e-pharmacy cannot check whether and for what purpose the consent was given and whether it was given voluntarily."
ETid-519,GERMANY,08/01/2021,10400000,notebooksbilliger.de,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://lfd.niedersachsen.de/startseite/infothek/presseinformationen/lfd-niedersachsen-verhangt-bussgeld-uber-10-4-millionen-euro-gegen-notebooksbilliger-de-196019.html' target='_blank'>link</a>,Data Protection Authority of Niedersachsen,Employment,"The DPA of Lower Saxony (LfD Niedersachsen) imposed a fine of EUR 10,4 million on the electronics retailer notebooksbilliger.de.The company had video-monitored its employees for at least two years without having a legal basis for doing so. Among others, the cameras covered workplaces, sales areas, warehouses and recreation areas. The company stated that the purpose of the installed video cameras was to prevent and investigate criminal acts and to track the movement of goods in the warehouses. However, to prevent theft, a company must first consider milder methods. Moreover, video surveillance to detect criminal acts is only permitted if there is a reasonable suspicion against specific persons. If this is the case, it may be permissible to monitor them with cameras for a limited period of time. At notebooksbilliger.de, however, the video surveillance was neither limited to a specific period nor to specific employees. In addition, the recordings were stored for 60 days in many cases, which was significantly longer than required. Customers of notebooksbilliger.de were also affected by the unlawful video surveillance, as some cameras were pointed at seating areas in the sales area. So far, the fine against notebooksbilliger.de is the highest fine that the LfD Niedersachen has issued under the GDPR."
ETid-520,ITALY,29/10/2020,20000,Gaypa s.r.l.,"['Art. 5 (1) a)', ' c)', ' e) GDPR', ' Art. 12 GDPR', ' Art. 13 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9518890' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Employment,"The Italian DPA (Garante) imposed a fine of EUR 20,000 on Gaypa s.r.l.. The controller had kept a former employee's email account active and had access to the data subject's correspondence, despite the termination of his/her employment. The data subject had not been informed about such a further use of his/her e-mail account, as well as about the storage of all incoming and outgoing e-mails on the company servers and the related processing of his/her personal data."
ETid-521,ITALY,29/10/2020,4000,Borgo Fonte Scura s.r.l.,"['Art. 5 (1) a) GDPR', ' Art. 13 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9518849' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Employment,"The Italian DPA (Garante) imposed a fine of EUR 4,000 on Borgo Fonte Scura s.r.l.. The controller had installed a video surveillance system which also recorded the three data subjects during their work. The data subjects were not sufficiently informed about the video surveillance and the resulting processing of their personal data."
ETid-522,SPAIN,13/01/2021,6000000,Caixabank S.A.,"['Art. 6 GDPR', ' Art. 13 GDPR', ' Art. 14 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00477-2019.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Finance, Insurance and Consulting","The Spanish DPA (AEPD) fined Caixabank S.A. EUR 6,000,000 for violations of Art. 6 GDPR, Art. 13 GDPR and Art. 14 GDPR.         
Customers of the bank were supposed to accept new privacy policies allowing the controller to transfer the customers' personal data to all companies within the CaixaBank Group. At the same time, the data subjects were not given the option of specifically not consenting to this transfer. Instead, if they wished to disagree with the transfer of their data, they were required to send a letter of disagreement to each individual company in the group.

The DPA concluded that the bank had violated its information obligations as set out in Art. 13 GDPR and Art. 14 GDPR, as the information provided to customers under the privacy policy was not consistent, contained imprecise terminology, and did not provide sufficient information on the type of personal data processed and the nature of the processing.  Also, the information on the rights of the data subjects as well as the contact information of the controller were not provided in a consistent manner. 

Furthermore, the DPA notes that the controller had processed its customers' data beyond its legitimate interests, partly without a legal basis, and that the consent it obtained from customers did not meet the requirements of an effective consent. In addition, deficiencies in the company's procedures allowed it to obtain the consent of customers to process their personal data. The DPA further concludes that, as a result, the data was unlawfully transferred to the companies of the CaixaBank Group. This constitutes a violation of Art. 6 GDPR."
ETid-523,HUNGARY,18/11/2020,28,Unknown,['Art. 5 (1) d) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.naih.hu/files/NAIH-2020-3479-hatarozat.pdf' target='_blank'>link</a>,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),Industry and Commerce,"The data subject had subscribed to a newsletter of the controller. After altering his/her e-mail address, he/she continued to receive the newsletter via the old e-mail address. The data subject then contacted the controller, whereupon the controller confirmed that the address had now been updated. Nevertheless, the data subject continued to receive the newsletter via the old e-mail address."
ETid-524,NORWAY,12/01/2021,38600,Unknown,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/far-gebyr-for-videresending-av-e-post/' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Employment,"The Norwegian DPA (Datatilsynet) fined a company NOK 400,000 (EUR 38,600) for the illegal automatic forwarding of an employee's email inbox. The automatic forwarding was activated in connection with the employee's sick leave and lasted for more than a month."
ETid-525,NORWAY,14/01/2021,38600,Coop Finnmark SA,"['Art. 5 (1) a) GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/contentassets/5cd2e76bd5d2481f9578ffe721b7e24d/vedtak-om-overtredelsesgebyr-til-coop-finnmark-sa.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Industry and Commerce,"The Norwegian DPA (Datatilsynet) fined Coop Finnmark SA NOK 400,000 (EUR 38,600). The manager of the store in question recorded CCTV footage with a mobile phone and shared the video. The Norwegian DPA states that Coop Finnmark had no legal basis for sharing the CCTV footage. The DPA notes that the case is very serious as the footage showed children, which poses a potentially high risk to their privacy."
ETid-526,BELGIUM,12/01/2021,10000,Unknown,"['Art. 6 (1) GDPR', ' Art. 12 (3) GDPR', ' Art. 21 (1) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-02-2021.pdf' target='_blank'>link</a>,Belgian Data Protection Authority (APD),"Media, Telecoms and Broadcasting",Managing a fan page on Facebook without the data subject's permission and failing to comply with the data subject's request after exercising his or her right to object.
ETid-527,POLAND,05/01/2021,5500,Śląski Uniwersytet Medyczny (Medical University of Silesia),"['Art. 33 (1) GDPR', ' Art. 34 (1) GDPR']",Insufficient fulfilment of data breach notification obligations,<a class='blau' href='https://uodo.gov.pl/decyzje/DKN.5131.6.2020' target='_blank'>link</a>,Polish National Personal Data Protection Office (UODO),Public Sector and Education,"The Polish DPA (UODO) imposed a fine of PLN 25,000 (EUR 5,500) on the Medical University of Silesia. In the course of exams held in the form of videoconferences at the end of May 2020, identification of students took place. Once the exam was completed, the recordings of the exams were available not only to the examinees, but also to other people with access to the system. In addition, any outsider could access the records of the examinations and the data of the examined students presented during identification via a direct link. The University failed to report the data breach to the DPA and notify the data subjects."
ETid-528,SPAIN,20/01/2021,1200,Individual,['Art. 5 (1) c) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00215-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Individuals and Private Associations,"The controller installed cameras on his building, which were directed towards parts of the public space. However, no recording took place, as the cameras only served as a deterrent and remained inactive. The DPA notes, however, that even simulated video surveillance has an impact on the privacy of the data subjects, as they are led to believe that they are being permanently recorded by the cameras. According to the DPA, this has an intimidating effect. Therefore, the orientation of the cameras to the public space was also improper in this case. The DPA imposed a fine of EUR 2,000 on the controller, which was reduced to EUR 1,200 due to immediate payment and acknowledgement of guilt."
ETid-529,SPAIN,21/01/2021,50000,Alterna Operador Integral S.L.,['Art. 6 (1) b) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00232-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Transportation and Energy,"The Spanish DPA (AEPD) imposed a fine of EUR 50,000 on Alterna Operador Integral S.L.. A switch of the electricity supplier had taken place without the consent of the data subject. However, the personal data of the data subject were incorporated into the information systems of the controller (the new electricity supplier) without the controller having verified that a valid contract had been concluded. The processing of the data subjects' personal data thus took place without a legal basis."
ETid-530,NORWAY,19/01/2021,9700,Aquateknikk AS,"['Art. 5 GPDR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/contentassets/c5f433a97050467497810b9e891d5b83/vedtak-om-palegg-og-overtredelsesgebyr---aquateknikk-as.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Industry and Commerce,"The Norwegian DPA (Datatilsynet)  fined Aquateknikk AS NOK 100,000 (EUR 9,700). The controller had carried out a credit rating on an individual without there being a customer relationship or other affiliation. The personal data of the data subject was thus processed without a legal basis."
ETid-531,ITALY,17/12/2020,500000,Roma Capitale (Rome Municipality),"['Art. 5 (1) a) GDPR', ' Art. 13 GDPR', ' Art. 14 GDPR', ' Art. 28 (2)', ' (3) GDPR', ' Art. 32 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9524175' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Public Sector and Education,"The Italian DPA (Garante) fined the municipality of Rome EUR 500,000 for the unlawful processing of users' and employees' personal data. The municipality of Rome had been using the 'TuPassi' booking system to manage appointments and other services since 2015. In the course of a detailed investigation, the Italian DPA found that the controller had violated several data protection regulations with regard to the processing of personal data of customers and employees with whom they had made appointments. For example, the municipality had not properly informed the data subjects prior to processing their data, nor had it taken appropriate technical and organizational measures to protect the processing."
ETid-532,ITALY,17/12/2020,40000,Miropass S.r.l.,"['Art. 5 (1) a)', ' e) GDPR', ' Art. 6 GDPR', ' Art. 9 GDPR', ' Art. 28 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9525315' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Industry and Commerce,"The Italian DPA (Garante) fined Miropass S.r.l. EUR 40,000. Miropass is the provider of the TuPassi booking system, which among others has been used by the Municipality of Rome since 2015. The booking system enables the booking of appointments both on the website of the controller (www.tupassi.it) as well as via the corresponding app. For this purpose, the company collects and processes the personal data of the users. In the course of its investigation, the Italian DPA found that Miropass, particularly in the context of health data resulting from appointment bookings at health care facilities, had no legal basis for the processing and  violated the principle of storage limitation."
ETid-533,BELGIUM,22/01/2021,25000,Unknown,"['Art. 5 (1) f)', ' (2) GDPR', ' Art. 24 GDPR', ' Art. 32 GDPR', ' Art. 33 (1)', ' (5) GDPR', ' Art. 34 (1) GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.autoriteprotectiondonnees.be/publications/decision-quant-au-fond-n-05-2021.pdf' target='_blank'>link</a>,Belgian Data Protection Authority (APD),"Media, Telecoms and Broadcasting","The Belgian DPA fined a mobile operator EUR 25,000. The controller had assigned the data subject's phone number to an unauthorized third party, causing the data subject to lose access to his/her phone number. As the SIM card of the data subject had been deactivated, that would have allowed the third party to access various personal data of the data subject in the period between September 16 and September 19, 2019, such as call history and accounts of various services (e.g. Paypal, WhatsApp and Facebook) associated with the number."
ETid-534,SPAIN,21/01/2021,75000,"Telefónica Móviles España, SAU",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00235-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) imposed a fine of EUR 75,000 on Telefónica Móviles España, SAU. The controller had assigned five telephone lines with five numbers to the data subject as part of a mobile phone contract. One of the numbers was used by her son. When he was no longer able to use the mobile data, he contacted the controller. The controller informed him that the mobile data had been deactivated because the number was no longer in his possession. It turned out that unauthorized third parties had pretended to be the data subject and had the number transferred to a third party without the controller requiring authentication for this. Thereupon the unauthorized third parties had requested and received a replacement SIM card under the pretense of an alleged loss or theft. As a result, the son's SIM card was blocked."
ETid-535,FRANCE,27/01/2021,150000,Unknown,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.cnil.fr/fr/credential-stuffing-la-cnil-sanctionne-un-responsable-de-traitement-et-son-sous-traitant' target='_blank'>link</a>,French Data Protection Authority (CNIL),Industry and Commerce,"The French DPA (CNIL) fined a company and its subcontractor EUR 150,000 and EUR 75,000 for failing to take sufficient measures against credential stuffing attacks on the company's website.

Between June 2018 and January 2020, the CNIL received several notifications of personal data breaches related to a website where several million customers regularly shop. In response, the CNIL decided to investigate the company and its subcontractor entrusted with the management of this website.

In the course of its investigations, the CNIL found that the website in question had been subjected to numerous waves of credential stuffing attacks. In this type of attack, a malicious person obtains lists of 'unencrypted' identifiers and passwords published on the Internet, usually after a data breach. Assuming that users frequently use the same password and username (email address) for different services, the attacker will use 'bots' to try to log in to a large number of websites. If the authentication is successful, this will allow the attacker to see the information associated with those accounts.

The CNIL found that the attackers were able to obtain the following information: Surname, first name, email address and date of birth of customers, as well as their loyalty card number and balance, and information related to their orders.

The CNIL considers that the two companies had breached their obligation to maintain the security of customers' personal data under Article 32 of the GDR.

In fact, the companies took slow action to effectively combat these repeated attacks. They had decided to focus their response strategy on developing a tool to detect and block attacks launched by robots. However, the development of this tool took a year from the first attacks. In the meantime, however, a number of other measures with faster impact could have been considered to prevent further attacks or mitigate the negative impact on individuals. As a result of this lack of diligence, the data of approximately 40,000 website customers was made available to unauthorized third parties between March 2018 and February 2019."
ETid-536,FRANCE,27/01/2021,75000,Unknown,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.cnil.fr/fr/credential-stuffing-la-cnil-sanctionne-un-responsable-de-traitement-et-son-sous-traitant' target='_blank'>link</a>,French Data Protection Authority (CNIL),Industry and Commerce,"The French DPA (CNIL) fined a company and its subcontractor EUR 150,000 and EUR 75,000 for failing to take sufficient measures against credential stuffing attacks on the company's website.

Between June 2018 and January 2020, the CNIL received several notifications of personal data breaches related to a website where several million customers regularly shop. In response, the CNIL decided to investigate the company and its subcontractor entrusted with the management of this website.

In the course of its investigations, the CNIL found that the website in question had been subjected to numerous waves of credential stuffing attacks. In this type of attack, a malicious person obtains lists of 'unencrypted' identifiers and passwords published on the Internet, usually after a data breach. Assuming that users frequently use the same password and username (email address) for different services, the attacker will use 'bots' to try to log in to a large number of websites. If the authentication is successful, this will allow the attacker to see the information associated with those accounts.

The CNIL found that the attackers were able to obtain the following information: Surname, first name, email address and date of birth of customers, as well as their loyalty card number and balance, and information related to their orders.

The CNIL considers that the two companies had breached their obligation to maintain the security of customers' personal data under Article 32 of the GDR.

In fact, the companies took slow action to effectively combat these repeated attacks. They had decided to focus their response strategy on developing a tool to detect and block attacks launched by robots. However, the development of this tool took a year from the first attacks. In the meantime, however, a number of other measures with faster impact could have been considered to prevent further attacks or mitigate the negative impact on individuals. As a result of this lack of diligence, the data of approximately 40,000 website customers was made available to unauthorized third parties between March 2018 and February 2019."
ETid-537,BELGIUM,27/01/2021,50000,Family Service / N.D.P.K. nv.,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 7 GDPR', ' Art. 13 GDPR', ' Art. 24 GDPR', ' Art. 25 GDPR', ' Art. 28 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-04-2021.pdf' target='_blank'>link</a>,Belgian Data Protection Authority (APD),Industry and Commerce,"The Belgian DPA imposed a fine of EUR 50,000 on Family Service / N.D.P.K. nv. The controller is an advertising agency that, among other things, sends expectant mothers gift boxes containing various discount vouchers, product samples and information about pregnancy and birth. The box items are provided by third parties, to whom the controller subsequently transfers the recipients' contact data for marketing purposes. The consent of the recipients to this transfer and to subsequent advertising measures by the third parties is obtained in advance by the controller for this purpose. A data subject filed a complaint with the Belgian DPA because, although she had revoked her previously given consent, she nevertheless continued to receive advertising calls from third parties to whom the controller had transmitted her data."
ETid-538,POLAND,09/12/2020,2850,Smart Cities Sp. z o.o.,"['Art. 31 GDPR', ' Art. 58 GDPR']",Insufficient cooperation with supervisory authority,<a class='blau' href='https://www.uodo.gov.pl/decyzje/DKE.561.13.2020%20' target='_blank'>link</a>,Polish National Personal Data Protection Office (UODO),Industry and Commerce,Fine for failure to comply with an order of the Polish DPA (UODO). The controller failed to provide personal data and other information requested by UODO for investigative purposes.
ETid-539,ITALY,17/12/2020,100000,Azienda Unità Sanitaria Locale Toscana Sud Est,"['Art. 5 (1) f) GDPR', ' Art. 13 GDPR', ' Art. 14 GDPR', ' Art. 28 GDPR', ' Art. 30 GDPR', ' Art. 32 GDPR', ' Art. 35 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9529527' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Health Care,"The Italian DPA (Garante) imposed a fine of EUR 100,000 on Azienda USL Toscana Sud Est. The controller is a company in the healthcare sector that, among other things, launched the so-called 'Sanità di iniziativa' (Health Initiative) program. Within the framework of this program, participating healthcare companies transmit data on chronically ill patients to the controller. On the basis of this data, the controller then develops health plans for the patients.
The Italian DPA notes several violations of data protection provisions related to this program. 
For example, when giving consent to the processing of their data, the data subjects were not adequately informed about how long their data would be stored, what rights they had (in particular their rights of complaint and access), and how exactly their data would be processed and for what purpose. In addition, the controller had not kept a register of processing activities. Finally, the controller had neither implemented adequate technical and organizational measures to protect the processing nor conducted a data protection impact assessment, although this would have been necessary due to the nature of the data processed (health data)."
ETid-540,NORWAY,03/02/2021,19300,Cyberbook AS,"['Art. 5 GDPR', ' Art. 6 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/cyberbook-as-far-gebyr/' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Employment,"The Norwegian DPA (Datatilsynet) fined Cyberbook AS NOK 200,000 (EUR 19,300) for the illegal automatic forwarding of e-mails from a former employee. The forwarding took place for several months without the data subject being informed."
ETid-541,SPAIN,01/02/2021,24000,Xfera Moviles S.A.,['Art. 58 (2) GDPR'],Insufficient cooperation with supervisory authority,<a class='blau' href='https://www.aepd.es/es/documento/ps-00433-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) imposed a fine of EUR 40,000 on Xfera Móviles S.A.. The data subject claimed a violation of its right to information to the AEPD. The AEPD then issued a request to the controller to comply with the data subject's request for information within a period of 10 days and to prove this to the AEPD. However, the controller did not comply with the request within the deadline. The original fine of EUR 40,000 was reduced to EUR 24,000 due to immediate payment and acknowledgement of debt by the controller."
ETid-542,SPAIN,01/02/2021,3000,"IDFINANCE Spain, S.L.",['Art. 5 (1) f) GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.aepd.es/es/documento/ps-00335-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Finance, Insurance and Consulting","The Spanish DPA (AEPD) imposed a fine of EUR 5,000 on IDFINANCE Spain S.L.. A person had received a debt collection email from IDFinance that contained a link for the payment of an invoice directly through the controller's website. Via the link, the person was able to view the personal data of another customer. The original fine of EUR 5,000 was reduced to EUR 3,000 due to immediate payment and acknowledgement of debt."
ETid-543,ITALY,26/11/2020,3000,Charly Mike s.r.l.,"['Art. 5 (1) a) GDPR', ' Art. 13 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9533587' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Accomodation and Hospitalty,"The Italian DPA (Garante) imposed a fine of EUR 3,000 on Charly Mike s.r.l.. The controller is the hotel operator of the Hotel Olimpo in Alberobello. Garante received a complaint about the video surveillance system installed in the hotel. During the course of the investigation, it was found that the hotel facility had 17 fixed cameras and one with 360° recording, placed inside and outside the facility, recording both employees and customers. 
The system had been operated without the required signs indicating video surveillance."
ETid-544,SPAIN,03/02/2021,100000,Iberdrola Clientes,"['Art. 5 (1) d) GDPR', ' Art. 17 GDPR']",Insufficient fulfilment of data subjects rights,<a class='blau' href='https://www.aepd.es/es/documento/ps-00220-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Transportation and Energy,"The Spanish DPA (AEPD) imposed a fine of EUR 100,000 on Iberdrola Clientes, SAU. The data subject had terminated an existing contract with the controller due to a move and therefore requested the deletion of his/her data. This request was rejected by the controller with reference to outstanding invoices. It turned out that the controller had sent the bills to the old address of the data subject. Even after the data subject informed the controller of the change of address, new notices regarding the deletion request and invoices were sent to the old address."
ETid-545,SPAIN,04/02/2021,2000,Private Person,['Art. 5 (1) c) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00270-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Individuals and Private Associations,"Unauthorized use of two video surveillance cameras that also recorded parts of the public space, such as sidewalks and properties behind those."
ETid-546,SPAIN,08/02/2021,3000,Patio Ancestral S.L.,['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00440-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) imposed a fine of EUR 5,000 on Patio Ancestral S.L.. The complainant worked for a construction company and had carried out some renovation work for the controller. During these works, damage had been caused to the controller's properties. The controller had then sent a letter with claims for damages not only to the complainant but also to the complainant's father, who had previously been employed by the same construction company. However, the father was an uninvolved third party in this case. The Spanish DPA found that the processing of the father's personal data for this reason had taken place without a legal basis. The original fine was reduced to EUR 3,000 due to immediate payment and acknowledgement of debt."
